names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Sncg (for_DEGs),mean_expr_Rest (for_DEGs)
Ece2,7.597089,1.5847974,3.02866921935593e-14,1.2500820572057426e-12,0.43911439114391143,0.2028103044496487,0.3135651,0.115806654
Iqcb1,7.5917997,0.8636681,3.1549217093072445e-14,1.300195495844872e-12,0.6715867158671587,0.4539362277067195,0.56949294,0.35186195
Cers4,7.5747824,0.84314865,3.5972966428015625e-14,1.475715431940122e-12,0.6715867158671587,0.4714465862006846,0.58263123,0.36518544
Mthfs,7.5736732,1.2188578,3.6281569942595336e-14,1.486106378593806e-12,0.5092250922509225,0.2838407494145199,0.40915197,0.19654667
Zhx3,7.547293,0.82299346,4.443976857742627e-14,1.8119826732556052e-12,0.6715867158671587,0.4750495406233111,0.61179334,0.38997108
Chrna7,7.540669,1.0787976,4.6756728738324144e-14,1.903565607876924e-12,0.6715867158671587,0.47177085209872094,0.8039741,0.4602034
Ddx17,7.5401483,0.6077187,4.6943767113962396e-14,1.9082889899427677e-12,0.8929889298892989,0.7128445325166637,1.1098765,0.84791434
Zfp618,7.5362287,1.5990648,4.837579507172809e-14,1.963531138334341e-12,0.45387453874538747,0.23494865789947758,0.3709303,0.13822846
Slc32a1,7.5308003,2.2952592,5.0430303419320474e-14,2.0407564049354537e-12,0.3284132841328413,0.06705098180508016,0.22220686,0.049451325
Med12l,7.52799,0.6970425,5.152742767142526e-14,2.0820180173401453e-12,0.8856088560885609,0.6950459376688884,1.2431145,0.9247988
E130308A19Rik,7.520441,0.8271809,5.4591697550193514e-14,2.2025208906512006e-12,0.6346863468634686,0.3931183570527833,0.52895254,0.3314146
Rpgr,7.5067964,0.9433051,6.059182498669245e-14,2.440933039568855e-12,0.6236162361623616,0.43977661682579716,0.5509592,0.32366642
Col14a1,7.4987273,4.417817,6.444042746086619e-14,2.584349680408171e-12,0.2915129151291513,0.03253467843631778,0.3601677,0.020081481
Cdh11,7.4967356,0.8082641,6.542682254524416e-14,2.619998095068123e-12,0.9188191881918819,0.7249144298324626,1.6180533,1.1966404
Snhg20,7.496532,1.1930988,6.552853663709699e-14,2.6201663384505897e-12,0.5276752767527675,0.317636461898757,0.41499043,0.20290846
Rgmb,7.4882097,1.4224961,6.981932006023369e-14,2.787585631528201e-12,0.46863468634686345,0.24269500990812468,0.35990298,0.14980587
Uri1,7.4834642,0.70706594,7.238862736239751e-14,2.8858789573110104e-12,0.7859778597785978,0.5876058367861646,0.80521935,0.5640963
Grip1os3,7.4581513,3.9710913,8.774478743158224e-14,3.4928925011653556e-12,0.2915129151291513,0.03415600792649973,0.22133227,0.015673544
Ell2,7.45052,1.4200474,9.297312574072216e-14,3.679216330858917e-12,0.5461254612546126,0.37189695550351287,0.64332414,0.29070815
Gm47027,7.4141126,3.937907,1.2244194452184266e-13,4.8382574254439885e-12,0.2878228782287823,0.03138173302107728,0.19100481,0.013639149
Hmgcll1,7.407096,0.76652306,1.2909515504756106e-13,5.093666396663679e-12,0.7896678966789668,0.5597549990992614,0.86188877,0.589971
Ubn2,7.3725295,0.6327348,1.674206457935357e-13,6.586519403326946e-12,0.955719557195572,0.7833183210232391,1.5195138,1.1946787
Polb,7.3701606,0.704969,1.7042293276529262e-13,6.694830706730135e-12,0.8560885608856088,0.6355971896955503,0.93941104,0.6709323
Arhgef11,7.361246,0.7069573,1.822011950228384e-13,7.126267991650172e-12,0.7970479704797048,0.5946315979102864,0.8382322,0.58995974
Gm57223,7.3601255,0.8913149,1.8373702390230081e-13,7.175892198044801e-12,0.6531365313653137,0.4448567825617006,0.5918025,0.36130702
Podxl2,7.3589187,1.1566416,1.8540602465169296e-13,7.230565867040623e-12,0.4907749077490775,0.2674112772473428,0.36381948,0.17967853
Map4k3,7.3506684,0.671684,1.972181576722523e-13,7.668960776633024e-12,0.8708487084870848,0.6691406953702036,1.0697724,0.7893685
Dpysl3,7.3472733,1.1025066,2.0229108781686963e-13,7.854857701790877e-12,0.5461254612546126,0.3398666906863628,0.46532574,0.24368799
Yes1,7.345206,1.1545112,2.0544250093802356e-13,7.965714286009657e-12,0.4870848708487085,0.2528193118357053,0.36514524,0.18063775
Pip4p2,7.3367934,1.0331087,2.1877172024960082e-13,8.470311416580367e-12,0.5867158671586716,0.39304629796433077,0.5103073,0.2816754
Mtss2,7.3206215,1.2724271,2.468255487817965e-13,9.515355087183459e-12,0.45018450184501846,0.21289857683300306,0.32519472,0.1476314
Dlc1,7.307173,0.74242455,2.7282186257143435e-13,1.0487444130607211e-11,0.8044280442804428,0.5448027382453612,1.0011356,0.70750296
Msantd2,7.273817,0.78300935,3.4946889535300776e-13,1.3376394897628659e-11,0.6752767527675276,0.4754458656098,0.5750138,0.37269762
Hjurp,7.260946,1.395517,3.8439306726522867e-13,1.4692235728899992e-11,0.44649446494464945,0.22313096739326246,0.31223235,0.13041334
Scg5,7.2498627,0.6053046,4.1719503619115575e-13,1.5878230343422598e-11,0.8228782287822878,0.6264096559178527,0.8974395,0.67055106
Neb,7.248957,3.206618,4.1999289362550514e-13,1.596210615518716e-11,0.2988929889298893,0.05044136191677175,0.22783251,0.027339414
Ubap1l,7.2354484,2.498253,4.639943821524818e-13,1.7609504305702243e-11,0.33210332103321033,0.08967753557917492,0.21558638,0.04170039
Camk4,7.218578,0.8747781,5.253400007163738e-13,1.9881529322885865e-11,0.8376383763837638,0.6233831742028463,1.2742301,0.8774504
Pdss1,7.211882,0.91920495,5.51837845671581e-13,2.0825678248869918e-11,0.6088560885608856,0.4273824536119618,0.52072906,0.30844352
Nrp2,7.2054424,0.9311387,5.785564274463768e-13,2.1803381774872575e-11,0.6457564575645757,0.43999279409115477,0.66923434,0.40523815
Ehmt1,7.2051406,0.65240896,5.798392944286142e-13,2.182112302702642e-11,0.8745387453874539,0.6884525310754819,1.0682614,0.79542434
Snrpn,7.204877,0.6114682,5.809640936109859e-13,2.183287439905901e-11,0.8745387453874539,0.6986849216357414,1.1797597,0.90625703
Ypel2,7.185796,0.8029312,6.681679641509455e-13,2.500511587289123e-11,0.6420664206642066,0.46434876598811026,0.68604594,0.44793034
Arfgef2,7.185132,0.71538895,6.714230651934383e-13,2.5091985760427938e-11,0.6900369003690037,0.5000900738605657,0.60876656,0.4124246
Daam1,7.1588573,0.61057466,8.135235349819722e-13,3.0276145962556225e-11,0.8265682656826568,0.6326427670689966,0.92560154,0.69200665
Gnb1,7.1544924,0.5808672,8.398299304227738e-13,3.1211936694965325e-11,0.8634686346863468,0.6949378490362097,1.041233,0.7998833
Magi3,7.1227064,0.8143192,1.0582811539161506e-12,3.916806419521621e-11,0.7416974169741697,0.5507115834984687,0.94755715,0.6408888
Elavl3,7.109752,0.6465156,1.1625167392356767e-12,4.2907726350635486e-11,0.915129151291513,0.7320843091334894,1.3300709,1.0212878
Acbd5,7.105806,0.751084,1.1962230076032984e-12,4.409123760535066e-11,0.6568265682656826,0.47562601333093135,0.5715303,0.37712032
Mblac2,7.1003246,0.808974,1.244640578792067e-12,4.5813003222113475e-11,0.6420664206642066,0.4589803638983967,0.55918777,0.35603938
Nbea,7.0977783,0.6352603,1.2677824521582615e-12,4.6537314876355856e-11,0.988929889298893,0.9052783282291479,2.9488049,2.5370543
Hmbox1,7.072126,0.718844,1.5257764796110607e-12,5.577906667639347e-11,0.7970479704797048,0.6081066474509097,0.8647765,0.607104
Nktr,7.065894,0.6417903,1.595850595005731e-12,5.818250405400813e-11,0.9372693726937269,0.7405872815708882,1.3414365,1.0332869
Ntrk2,7.0627103,0.6920312,1.6328601037817296e-12,5.945115310110444e-11,0.9704797047970479,0.7779859484777517,1.7416439,1.364401
Scn3a,7.0567727,0.68780255,1.7041430802638836e-12,6.179530980659994e-11,0.8560885608856088,0.6344442442803099,1.0163714,0.73934346
Arhgap12,7.050182,0.6699439,1.786837897134427e-12,6.470664999461192e-11,0.7712177121771218,0.5313997477931904,0.78986126,0.56314105
Megf10,7.047383,1.7181605,1.8231402218853746e-12,6.593240614005386e-11,0.3763837638376384,0.1324446045757521,0.3938178,0.13687827
Trp53bp1,7.0449047,0.68148863,1.8558871738502885e-12,6.702646285128663e-11,0.7453874538745388,0.538533597549991,0.65938914,0.45876932
Usp13,7.044018,0.9498611,1.867739855717053e-12,6.736398647398284e-11,0.5682656826568265,0.36440281030444965,0.4382965,0.25057045
Pknox2,7.043471,0.7664483,1.8750902231075594e-12,6.75384373926275e-11,0.7453874538745388,0.5586380832282472,0.86323494,0.59103465
Rufy3,7.0277705,0.5929614,2.0985998283881272e-12,7.538686816683018e-11,0.8671586715867159,0.683444424428031,1.0276791,0.7837965
Epha10,7.019799,1.0961602,2.2218726567713146e-12,7.970856914211646e-11,0.5608856088560885,0.37117636461898756,0.56101614,0.30156034
Fam219a,7.0147557,0.69853324,2.3035133652912617e-12,8.241731574617337e-11,0.7564575645756457,0.5562601333093137,0.7263835,0.5055202
Cdk14,7.013205,0.7141763,2.3291961878186257e-12,8.322540101952988e-11,0.966789667896679,0.8051161952801297,1.9888179,1.5778166
Ptpn4,6.9913855,0.6361292,2.721845841916412e-12,9.699734452558885e-11,0.8819188191881919,0.7044136191677175,1.1595273,0.87884516
A430010J10Rik,6.9911857,2.3834882,2.7257281861348524e-12,9.700704153833574e-11,0.3247232472324723,0.08964150603494866,0.22719386,0.047726326
Nedd4,6.9852405,0.52920073,2.8436874904141065e-12,1.0107127363416276e-10,0.9077490774907749,0.7524410016213295,1.2273493,0.9826356
Tbc1d12,6.974361,0.7504852,3.072647033586191e-12,1.0906476326613072e-10,0.6605166051660517,0.469609079445145,0.58013356,0.38346994
Lancl3,6.9661217,3.1030092,3.2579700539569543e-12,1.1523250213906555e-10,0.2878228782287823,0.04694649612682399,0.19657907,0.024968408
Nsd2,6.9660087,0.6743841,3.2605905120266453e-12,1.1523250213906555e-10,0.8265682656826568,0.625508917312196,0.89782727,0.6477542
Dgkb,6.9658804,0.8222925,3.2635628629634864e-12,1.1523250213906555e-10,0.9520295202952029,0.7768690326067376,2.107394,1.6266934
Dzank1,6.942827,0.71737534,3.843291284710947e-12,1.3516915814160097e-10,0.7011070110701108,0.5029364078544406,0.6346914,0.43122163
Tmem161b,6.9332757,0.72158563,4.112059474112021e-12,1.4424417502531333e-10,0.7084870848708487,0.5586741127724735,0.7216989,0.49564654
Yjefn3,6.9261007,3.3225768,4.325991453168655e-12,1.5155070449366592e-10,0.2915129151291513,0.05717888668708341,0.2730492,0.030899998
Htr7,6.8830347,1.6351947,5.85906800899799e-12,2.0445864597633247e-10,0.3948339483394834,0.17398666906863627,0.31765714,0.11365899
Runx1t1,6.882303,0.81661665,5.889257009543449e-12,2.052455717852561e-10,0.8450184501845018,0.6061250225184651,1.2897102,0.91397655
A330023F24Rik,6.857496,0.71164584,7.0078105820883245e-12,2.4391174914600165e-10,0.955719557195572,0.7136732120338678,1.3613225,1.0194365
Flrt2,6.8570848,0.7433862,7.028003225687608e-12,2.4429811988903757e-10,0.8376383763837638,0.6002522068095839,1.0985537,0.785988
Nln,6.8559036,0.8532253,7.086305081946295e-12,2.4600648262518986e-10,0.6088560885608856,0.4203927220320663,0.51734227,0.31849912
Kcnq1ot1,6.8466763,0.7314347,7.558536016178392e-12,2.6172404994164096e-10,0.988929889298893,0.8000720590884526,2.0196505,1.5966496
Sorbs1,6.8409348,0.70821905,7.867798177963548e-12,2.720820296549299e-10,0.9520295202952029,0.7469645108989371,1.5895694,1.2202655
Kantr,6.836416,0.854537,8.119914921631409e-12,2.8043973514683286e-10,0.6199261992619927,0.4486759142496847,0.54887044,0.3396362
Flrt1,6.8297877,1.4536914,8.504049333025631e-12,2.9332966056277114e-10,0.41697416974169743,0.20864709061430373,0.30554053,0.1226302
Igsf11,6.827841,1.043895,8.620206749522907e-12,2.9695507097394937e-10,0.5904059040590406,0.4263375968294001,0.66978604,0.38022813
Clvs1,6.827622,0.70411515,8.63335999136801e-12,2.970273789603821e-10,0.7933579335793358,0.6108088632678796,0.96341485,0.6905334
Mdn1,6.8188515,0.7004983,9.177129646199278e-12,3.153318076641619e-10,0.7269372693726938,0.5391460998018375,0.67653966,0.46692938
Acadsb,6.817565,0.7822517,9.259653608294433e-12,3.1776103761797117e-10,0.6494464944649446,0.49090254008286793,0.6097013,0.39767382
Tcf20,6.8083453,0.61735433,9.872771912092847e-12,3.38369108772876e-10,0.922509225092251,0.729706359214556,1.3076538,1.0146493
Gm3764,6.8000875,0.57416236,1.0455565498702242e-11,3.5743135489838325e-10,0.7232472324723247,0.5361556476310575,0.7342963,0.54702705
Adarb1,6.7978992,0.749883,1.06155481471625e-11,3.6243936304225716e-10,0.7011070110701108,0.5223563321923977,0.68149203,0.45797646
Necab2,6.7909207,1.7648302,1.11420280775335e-11,3.7993184574026037e-10,0.3763837638376384,0.16472707620248603,0.29686666,0.09686107
Akap8l,6.789042,0.62015504,1.1288066325929082e-11,3.8442375434437823e-10,0.8339483394833949,0.6487479733381373,0.9467634,0.7061777
Cep120,6.788642,0.79887044,1.1319391942167783e-11,3.8500260947601056e-10,0.6199261992619927,0.4442082507656278,0.522455,0.3324682
Fyn,6.779094,0.55870026,1.2093175508604467e-11,4.102823559548005e-10,0.8450184501845018,0.6742929201945596,1.0219864,0.79190195
Ap1s2,6.7770495,1.498557,1.2265491455994512e-11,4.1560372688848993e-10,0.3985239852398524,0.18058007566204287,0.33203512,0.13047495
Olfm2,6.7766004,0.98553044,1.2303645421498257e-11,4.1637147666959467e-10,0.5092250922509225,0.2969194739686543,0.38173547,0.21087237
Agk,6.7737336,0.8513203,1.2550074445854483e-11,4.241767300127169e-10,0.6014760147601476,0.42298684921635743,0.49917653,0.3066153
Epb41l5,6.7714477,1.5622215,1.2750027611477583e-11,4.3039352000050584e-10,0.3837638376383764,0.16429472167177087,0.28291845,0.10501824
Phyhipl,6.7710814,0.6815894,1.278232169988595e-11,4.3094226358335696e-10,0.6605166051660517,0.4689965771932985,0.6167475,0.42641652
Csmd3,6.769927,0.6300609,1.2884723813940901e-11,4.338502868177845e-10,0.996309963099631,0.8984327148261575,2.964407,2.5555403
Strip2,6.7669544,2.0037663,1.3152139188362086e-11,4.420469197444445e-10,0.34317343173431736,0.11976220500810665,0.25718367,0.07057917
Rnpc3,6.7668567,0.93017757,1.316105455137907e-11,4.420469197444445e-10,0.5608856088560885,0.3912087912087912,0.4621468,0.26873228
Glt8d1,6.744724,0.7866671,1.5331839018310876e-11,5.136739581321861e-10,0.6162361623616236,0.42842731039452353,0.4902778,0.3124757
Lnpep,6.743479,0.56978977,1.546384249601511e-11,5.17451367207878e-10,0.8708487084870848,0.6806341199783823,1.0102375,0.7777064
Tut4,6.7276535,0.5715958,1.7242064103992555e-11,5.755208229494161e-10,0.8708487084870848,0.690506215096379,1.0480527,0.8092478
Fgf1,6.7217236,1.6733074,1.7958747783882657e-11,5.979573146876419e-10,0.3505535055350554,0.12480634119978383,0.24181707,0.082289964
Acsl1,6.718125,0.8629368,1.840781921236203e-11,6.121511166289205e-10,0.5793357933579336,0.39261394343361555,0.4586603,0.27761343
Sema6c,6.716227,2.2445061,1.8649001997956486e-11,6.194050478184064e-10,0.3173431734317343,0.09014591965411638,0.20359327,0.04654913
Ppp1r2,6.7143445,0.886524,1.889132326143348e-11,6.266788346107624e-10,0.5682656826568265,0.4028103044496487,0.50308114,0.3028084
Pkn2,6.7092934,0.64407575,1.9556898505480247e-11,6.479579073270706e-10,0.7785977859778598,0.5849036209691948,0.7566282,0.5445197
Gm2516,6.694762,4.407719,2.1602259975827173e-11,7.139639920670063e-10,0.25461254612546125,0.021617726535759323,0.19833742,0.01028239
Zfp941,6.6836524,1.4400165,2.330590569646648e-11,7.693239386536294e-10,0.4132841328413284,0.20670149522608539,0.2832312,0.11392835
Kmt2a,6.679118,0.59718937,2.403843914666508e-11,7.915598772927582e-10,0.9446494464944649,0.7372725635020717,1.2549957,0.9774895
Efnb2,6.678443,1.0423886,2.4149437644971077e-11,7.942416028401136e-10,0.5166051660516605,0.3247342821113313,0.39857098,0.21330148
Dennd2a,6.6768208,1.0217081,2.4418136496484322e-11,8.020969775801146e-10,0.5387453874538746,0.3737704918032787,0.48784906,0.26980448
Hecw2,6.6715016,0.7107022,2.5319913218213665e-11,8.307033799431028e-10,0.9298892988929889,0.7244100162132949,1.5571864,1.1904464
Ptchd4,6.6650205,0.8299786,2.6462812014219493e-11,8.666413009981565e-10,0.6826568265682657,0.4664024500090074,0.8874143,0.5898827
Atp1a3,6.6604147,0.47455296,2.7305625041969647e-11,8.925816847660881e-10,0.8966789667896679,0.7037650873716448,1.0681552,0.8648354
Ubr1,6.6436424,0.61594117,3.06024312135631e-11,9.96711911161746e-10,0.7896678966789668,0.5903801116915871,0.7657875,0.56008875
Xkr4,6.642296,0.72795254,3.0883445051682205e-11,1.0046466931461268e-09,0.988929889298893,0.8593046297964331,2.711778,2.2498639
Sergef,6.637482,0.71991754,3.190865079659702e-11,1.0354896701745917e-09,0.6900369003690037,0.49353269681138534,0.6209042,0.42035645
Adra1a,6.633985,1.4609011,3.267426552185758e-11,1.0590561092549012e-09,0.4132841328413284,0.1974779319041614,0.392643,0.16100524
Pcmtd2,6.632182,0.65762013,3.307604445935962e-11,1.0707871260517987e-09,0.6752767527675276,0.502720230589083,0.58739305,0.40991542
Cdh2,6.6256595,0.66963667,3.4570121390983404e-11,1.1138733072763067e-09,0.933579335793358,0.7620608899297424,1.6189318,1.2654343
Shank1,6.625648,0.6430412,3.4572770311441746e-11,1.1138733072763067e-09,0.7896678966789668,0.5829940551252026,0.8133359,0.58996403
Tnfaip8l3,6.621925,2.286605,3.545513484292145e-11,1.1395687478819369e-09,0.36531365313653136,0.1714646009727977,0.38779113,0.09266386
Cltc,6.620548,0.48476186,3.578699030702273e-11,1.1474897727323398e-09,0.8487084870848709,0.6860385516123221,0.97250926,0.77713734
Serpini1,6.6079254,1.2223558,3.897427760446449e-11,1.2408043118862097e-09,0.6642066420664207,0.5260673752477031,1.0215175,0.56631714
Vps13b,6.6014934,0.60977435,4.070359893187476e-11,1.294326276094053e-09,0.9630996309963099,0.7998919113673212,1.7289432,1.3955289
Fmn1,6.5956235,0.79288477,4.234717742046374e-11,1.3434104572465887e-09,0.7158671586715867,0.5272923797513961,0.84914905,0.5721532
Gng4,6.590844,2.21139,4.373329966237251e-11,1.382486778738764e-09,0.3210332103321033,0.10426950099081246,0.23668018,0.05605894
Eda,6.5802965,0.95139307,4.6951114967201533e-11,1.480723543625241e-09,0.5904059040590406,0.4131507836425869,0.65221393,0.38909897
Msra,6.562608,0.8112205,5.28748211671382e-11,1.6636375231393485e-09,0.988929889298893,0.7376328589443344,1.8122243,1.3661388
Dlat,6.560899,0.7646811,5.348440631758241e-11,1.6808491201794612e-09,0.6088560885608856,0.42914790127904884,0.4923558,0.31804356
Trmt9b,6.5573716,1.7287308,5.476441895470903e-11,1.7190653473283079e-09,0.3800738007380074,0.1727976941091695,0.33380708,0.11293839
Ythdc2,6.551117,0.68195754,5.710829394367551e-11,1.7905482593542136e-09,0.6752767527675276,0.4953702035669249,0.5838221,0.40160254
Arglu1,6.5498796,0.58764285,5.75834705187211e-11,1.8033424858252168e-09,0.8487084870848709,0.6647811205188254,0.9629689,0.731231
Rbms1,6.5286827,0.83651006,6.63507016995837e-11,2.0730736682183888e-09,0.5904059040590406,0.3941271842911187,0.5670977,0.35582504
Cyrib,6.5276413,0.52817416,6.68134288968596e-11,2.0826877429914356e-09,0.8708487084870848,0.722932804900018,1.1798068,0.9411086
Ccnh,6.52743,0.71324235,6.690769998507881e-11,2.0832096159896496e-09,0.6678966789667896,0.5015312556296163,0.59953785,0.406088
Silc1,6.5257173,1.0314207,6.767678678092166e-11,2.102283538501e-09,0.5202952029520295,0.33763285894433437,0.41739732,0.22587785
4930500G05Rik,6.5215526,1.5984557,6.958324431047144e-11,2.159008977623981e-09,0.3837638376383764,0.17964330751215998,0.31546402,0.11554144
Setd7,6.5198855,0.78195935,7.036115412473988e-11,2.180627694730981e-09,0.6125461254612546,0.44622590524229866,0.5350398,0.34463486
C230057M02Rik,6.518007,1.1374965,7.124781440699927e-11,2.205563102668284e-09,0.47232472324723246,0.28711943793911004,0.32667056,0.16178885
Exoc3,6.5125256,0.66113853,7.389771138427024e-11,2.284961455575767e-09,0.6383763837638377,0.46326787966132227,0.52704334,0.3638228
Sfxn1,6.5020003,1.1224141,7.925887708210583e-11,2.447914973788717e-09,0.4870848708487085,0.3120518825436858,0.3928337,0.19968183
2510009E07Rik,6.498556,1.0035158,8.109448581732495e-11,2.501732300702091e-09,0.5018450184501845,0.32141956404251487,0.39064518,0.21380837
Zfp641,6.4835687,1.2563386,8.957817536101017e-11,2.7571197845937495e-09,0.42435424354243545,0.22424788326427672,0.28243586,0.1280541
Nr2f2,6.480822,1.5626004,9.122412034720269e-11,2.8045676358459223e-09,0.36900369003690037,0.1578454332552693,0.2867719,0.10655235
Cenpc1,6.469686,0.73484397,9.820671491053015e-11,3.0123452393218556e-09,0.6309963099630996,0.4575031525851198,0.5265244,0.34814215
6430548M08Rik,6.465989,1.0356876,1.006382994454107e-10,3.0798987540981614e-09,0.4612546125461255,0.2670149522608539,0.31437227,0.16567278
Cox7b,6.460104,0.5651432,1.0463089994760441e-10,3.198444006361923e-09,0.6199261992619927,0.4346964510898937,0.52140695,0.38019815
Ndfip1,6.456083,0.4994673,1.0744780580649123e-10,3.280821070477749e-09,0.8819188191881919,0.7464600972797694,1.1766628,0.9504997
Slf2,6.4552116,0.5840234,1.0806792604021832e-10,3.2960104116920166e-09,0.7785977859778598,0.5919654116375428,0.7554658,0.5612654
Chsy3,6.449021,0.87526375,1.1257502399804419e-10,3.4295815134098043e-09,0.8745387453874539,0.7011709601873536,1.7154061,1.2485609
Fryl,6.4472404,0.621461,1.1390507733780246e-10,3.4661714927143283e-09,0.8081180811808119,0.6727076202486039,1.0402647,0.7836726
Ptprn,6.4394956,0.57514596,1.198711699391939e-10,3.643595403015995e-09,0.7933579335793358,0.5778058007566205,0.76131946,0.56867576
Vldlr,6.439107,0.73282826,1.2017840485386776e-10,3.6488064840942673e-09,0.6014760147601476,0.4165375607998559,0.49536723,0.32625228
Trim62,6.4359155,2.574384,1.227312013002245e-10,3.7221076511704653e-09,0.28413284132841327,0.06456494325346784,0.19072464,0.03467073
Akap7,6.4304156,0.8687781,1.272556302943826e-10,3.854970446460046e-09,0.5498154981549815,0.36941091695190054,0.4446958,0.26748282
Ro60,6.4257903,0.8692619,1.3118595891568658e-10,3.969557112685246e-09,0.5498154981549815,0.3848315618807422,0.45027205,0.27105162
Dzip1,6.423836,0.8430411,1.3288199981412324e-10,4.016354707542735e-09,0.5793357933579336,0.39769410916951903,0.47631797,0.29276678
Scmh1,6.4232063,0.59091026,1.3343334719817404e-10,4.028487684511164e-09,0.8819188191881919,0.6983966852819312,1.0994849,0.84569263
Cyb5b,6.4193397,0.81072617,1.3686666830935237e-10,4.1275054741552176e-09,0.5719557195571956,0.41549270401729416,0.48136827,0.3019411
Ttc14,6.4123836,0.5909378,1.4326196319698808e-10,4.310693114337144e-09,0.9372693726937269,0.7556836606016933,1.3975857,1.1058835
Rgs8,6.4078,1.8753114,1.4763442283330035e-10,4.432331778246682e-09,0.3726937269372694,0.18256170059448748,0.32259557,0.0987303
Cstf2,6.3974147,0.7906566,1.5802984312104464e-10,4.733848254919141e-09,0.6051660516605166,0.43455233291298867,0.49146008,0.31255063
Rspry1,6.39583,0.68234473,1.596774091839621e-10,4.777875261439935e-09,0.6642066420664207,0.48982165375608,0.57702786,0.39643684
Bpnt2,6.3949513,0.73805255,1.6059864227784518e-10,4.800095125701558e-09,0.5940959409594095,0.43228247162673394,0.51378936,0.3383737
Apex2,6.393895,0.6783941,1.6171257569051786e-10,4.828018787560239e-09,0.7011070110701108,0.5239056025941272,0.642812,0.4469348
Ssbp2,6.3810725,0.64963996,1.7585195774055744e-10,5.226927106735374e-09,0.9520295202952029,0.769338857863448,1.6419241,1.2960951
Gprin3,6.380439,1.343279,1.7658128858925893e-10,5.2428057728103734e-09,0.44649446494464945,0.2726355611601513,0.39419588,0.17432104
Virma,6.3683105,0.63340056,1.9112165027628827e-10,5.662005229243513e-09,0.7121771217712177,0.5300306251125924,0.6286561,0.44732985
Pvt1,6.3531833,0.78954387,2.1090421970887448e-10,6.227468553381822e-09,0.6752767527675276,0.532156368221942,0.7731771,0.5157739
Ahi1,6.3508368,0.67525107,2.1414677741721773e-10,6.316272128650538e-09,0.966789667896679,0.7557917492343722,1.6627574,1.3019301
2210408I21Rik,6.343579,0.63313097,2.2448816067823045e-10,6.614031663842162e-09,0.9077490774907749,0.6994415420644929,1.2720618,0.9767847
Rnf128,6.3155046,1.454502,2.6928141838745114e-10,7.907750504995423e-09,0.39114391143911437,0.19909926139434336,0.30403462,0.12190614
Cplx1,6.3011847,0.81691253,2.9537940167375053e-10,8.655228487430399e-09,0.5129151291512916,0.33766888848856064,0.41323462,0.25500536
Tmem65,6.2983327,1.0334432,3.008643315549991e-10,8.787200640090027e-09,0.4944649446494465,0.32134750495406234,0.4071474,0.2195413
Slc25a36,6.2954054,0.5719511,3.0659777379738115e-10,8.944931793632608e-09,0.8007380073800738,0.5905962889569447,0.7536292,0.5633762
Ube3c,6.2938585,0.57984656,3.0966997577201306e-10,9.02476382754229e-09,0.8966789667896679,0.6888128265177446,1.0589868,0.8154053
Gpatch8,6.290969,0.56709135,3.1549049363405385e-10,9.17449087007254e-09,0.9630996309963099,0.7990632318501171,1.5969665,1.2969382
Prkar2a,6.288894,0.88563335,3.1973546471085006e-10,9.277853063477906e-09,0.5239852398523985,0.34310934966672674,0.3921353,0.23101228
Golga1,6.288151,0.8015606,3.212694603800148e-10,9.31230895405717e-09,0.6162361623616236,0.4611421365519726,0.5455954,0.34806046
Copg2,6.2879434,0.57505065,3.216990149359366e-10,9.31471177944894e-09,0.7712177121771218,0.5816249324446046,0.75834817,0.5662858
Pou2f1,6.2858725,0.5443289,3.2601760355061776e-10,9.429594195269214e-09,0.8081180811808119,0.633795712484237,0.8725283,0.6704721
Fkbp5,6.284605,1.1174053,3.286885430802931e-10,9.496624895233845e-09,0.47601476014760147,0.29666726715907044,0.39749098,0.20291625
Gkap1,6.283854,0.93208575,3.3028050044717857e-10,9.532370619780547e-09,0.5055350553505535,0.32613943433615566,0.40274888,0.23104696
Nrxn2,6.2812624,0.49323836,3.3583442197906907e-10,9.675643686706694e-09,0.8487084870848709,0.662691406953702,0.9276979,0.7352584
Tmem169,6.2812023,1.4866207,3.359648514959935e-10,9.675643686706694e-09,0.39114391143911437,0.20504413619167716,0.274318,0.106729135
Dennd5b,6.262231,0.57624197,3.79508606240408e-10,1.090630614939012e-08,0.8782287822878229,0.6647450909745992,0.9947539,0.7621724
Ccar1,6.259273,0.5849474,3.8677560870469375e-10,1.1103269878093076e-08,0.7675276752767528,0.6055845793550712,0.7861177,0.5858857
Prmt2,6.2581644,1.1314852,3.8953560881743966e-10,1.117056756555454e-08,0.44280442804428044,0.26060169338857864,0.31657436,0.15699412
Pard6g,6.246383,2.1258967,4.2006641305945686e-10,1.2033245755765038e-08,0.2952029520295203,0.08312015852999459,0.1833694,0.045078434
2610316D01Rik,6.2396417,1.0839505,4.3857422260840715e-10,1.2550041918517467e-08,0.47601476014760147,0.2950099081246622,0.42095393,0.22067095
Sncaip,6.238227,1.3361979,4.42557906434163e-10,1.2650564836048894e-08,0.41697416974169743,0.22295081967213115,0.3970054,0.17649369
Npepps,6.2360883,0.5036854,4.486483935312815e-10,1.2797433475780823e-08,0.8671586715867159,0.7108629075842191,1.0769714,0.860909
